ID;ROW_NUMBER;PURCHASING_ORGANIZATION;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;VENDOR_CODE;VENDOR_NAME;NET_PRICE;CURRENCY
.1~4751;4751;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4752;4752;E5;08;06;08/06;17/03/2021 00:00;16;76;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4753;4753;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4754;4754;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4755;4755;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4756;4756;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4757;4757;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4758;4758;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4759;4759;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4760;4760;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4761;4761;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4762;4762;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4763;4763;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4764;4764;E5;08;07;08/07;18/03/2021 00:00;16;77;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4765;4765;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4766;4766;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4767;4767;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4768;4768;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4769;4769;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4770;4770;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4771;4771;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4772;4772;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4773;4773;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4774;4774;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4775;4775;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4776;4776;E5;08;08;08/08;19/03/2021 00:00;16;78;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4777;4777;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4778;4778;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4779;4779;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4780;4780;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4781;4781;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4782;4782;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4783;4783;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4784;4784;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4785;4785;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4786;4786;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4787;4787;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4788;4788;E5;08;09;08/09;20/03/2021 00:00;16;79;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4789;4789;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4790;4790;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4791;4791;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4792;4792;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4793;4793;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4794;4794;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4795;4795;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4796;4796;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4797;4797;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4798;4798;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4799;4799;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4800;4800;E5;08;10;08/10;21/03/2021 00:00;16;80;EE-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4801;4801;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4802;4802;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4803;4803;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4804;4804;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4805;4805;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4806;4806;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4807;4807;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4808;4808;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4809;4809;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4810;4810;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4811;4811;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4812;4812;F5;01;01;01/01;01/01/2021 00:00;1;1;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4813;4813;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4814;4814;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4815;4815;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4816;4816;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4817;4817;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4818;4818;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4819;4819;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4820;4820;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4821;4821;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4822;4822;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4823;4823;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4824;4824;F5;01;02;01/02;02/01/2021 00:00;1;2;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4825;4825;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4826;4826;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4827;4827;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4828;4828;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4829;4829;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4830;4830;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4831;4831;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4832;4832;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4833;4833;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4834;4834;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4835;4835;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4836;4836;F5;01;03;01/03;03/01/2021 00:00;1;3;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4837;4837;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4838;4838;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4839;4839;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4840;4840;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4841;4841;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4842;4842;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4843;4843;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4844;4844;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4845;4845;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4846;4846;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4847;4847;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4848;4848;F5;01;04;01/04;04/01/2021 00:00;1;4;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4849;4849;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4850;4850;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4851;4851;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4852;4852;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4853;4853;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4854;4854;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4855;4855;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4856;4856;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4857;4857;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4858;4858;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4859;4859;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4860;4860;F5;01;05;01/05;05/01/2021 00:00;1;5;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4861;4861;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4862;4862;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4863;4863;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4864;4864;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4865;4865;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4866;4866;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4867;4867;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4868;4868;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4869;4869;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4870;4870;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4871;4871;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4872;4872;F5;01;06;01/06;06/01/2021 00:00;2;6;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4873;4873;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4874;4874;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4875;4875;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4876;4876;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4877;4877;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4878;4878;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4879;4879;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4880;4880;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4881;4881;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4882;4882;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4883;4883;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4884;4884;F5;01;07;01/07;07/01/2021 00:00;2;7;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4885;4885;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4886;4886;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4887;4887;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4888;4888;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4889;4889;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4890;4890;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4891;4891;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4892;4892;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4893;4893;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4894;4894;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4895;4895;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4896;4896;F5;01;08;01/08;08/01/2021 00:00;2;8;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4897;4897;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4898;4898;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4899;4899;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4900;4900;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4901;4901;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4902;4902;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4903;4903;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4904;4904;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4905;4905;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4906;4906;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4907;4907;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4908;4908;F5;01;09;01/09;09/01/2021 00:00;2;9;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4909;4909;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4910;4910;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4911;4911;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4912;4912;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4913;4913;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4914;4914;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4915;4915;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4916;4916;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4917;4917;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4918;4918;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4919;4919;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4920;4920;F5;01;10;01/10;10/01/2021 00:00;2;10;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4921;4921;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4922;4922;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4923;4923;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
.1~4924;4924;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T02;Cream;Trading Goods;V08;Nordik Dairy Company;68,47;EUR
.1~4925;4925;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T03;Yoghurt;Trading Goods;V04;Dairy Cooperative;25,85;EUR
.1~4926;4926;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T03;Yoghurt;Trading Goods;V08;Nordik Dairy Company;24,56;EUR
.1~4927;4927;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T04;Cheese;Trading Goods;V04;Dairy Cooperative;82,68;EUR
.1~4928;4928;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T04;Cheese;Trading Goods;V08;Nordik Dairy Company;78,55;EUR
.1~4929;4929;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T05;Butter;Trading Goods;V04;Dairy Cooperative;59,88;EUR
.1~4930;4930;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T05;Butter;Trading Goods;V08;Nordik Dairy Company;56,89;EUR
.1~4931;4931;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T06;Ice Cream;Trading Goods;V04;Dairy Cooperative;43,15;EUR
.1~4932;4932;F5;02;01;02/01;11/01/2021 00:00;3;11;FF-T06;Ice Cream;Trading Goods;V08;Nordik Dairy Company;40,99;EUR
.1~4933;4933;F5;02;02;02/02;12/01/2021 00:00;3;12;FF-T01;Milk;Trading Goods;V04;Dairy Cooperative;22,95;EUR
.1~4934;4934;F5;02;02;02/02;12/01/2021 00:00;3;12;FF-T01;Milk;Trading Goods;V08;Nordik Dairy Company;21,8;EUR
.1~4935;4935;F5;02;02;02/02;12/01/2021 00:00;3;12;FF-T02;Cream;Trading Goods;V04;Dairy Cooperative;72,07;EUR
